,Country,YEAR1,GDPG,GDP,BB,INFL,SACW,GOVC,ETHNF,ASSAS,ICRGE,M2-1,SSA,EASIA,LPOP,EGYPT,CENTAM,FRZ,ARMS-1,DN1900,EDA,BEDA,MEDA,WBEDA,POPDEP
314,DOMINICA,1990-93,3.3497386189307754,,,3.8524439049618664,,23.719139972530748,,,,,0,0,,,,,,0,3.338965637002781,2.1753426678816714,1.1636229691211097,0.11691834451040092,
315,DOMINICAN REPUBLIC,1966-69,3.6155083314253655,1414.0,-2.137484470301487,0.6203589629465545,0.0,13.555138988195623,,,,,0,0,,,,,,0,,,,,
316,DOMINICAN REPUBLIC,1970-73,9.53581235236378,1536.0,-0.7226346554344634,7.399005284907973,0.0,9.731424086527857,4.0,0.25,4.515625,15.834320375254256,0,0,15.342477859418123,0.0,0.0,0.0,0.0,0,0.608813203587685,0.5099806294835479,0.09883257410413704,0.009709022035285902,98.97597499999999
317,DOMINICAN REPUBLIC,1974-77,2.858125916856724,2079.0,0.06981872515297935,11.364772206972972,0.0,6.026352467798742,4.0,0.0,4.515625,20.31345201275522,0,0,15.446579816725034,0.0,0.0,0.0,0.0,0,0.3210371496474842,0.23084049092868317,0.09019665871880106,0.024337535325105422,92.39207499999999
318,DOMINICAN REPUBLIC,1978-81,1.7496662611192537,2092.0,-2.6762380567212625,8.73855314952986,0.0,7.611472755083774,4.0,0.0,4.515625,23.201357954482035,0,0,15.543317556515857,0.0,0.0,0.0,0.0,0,0.5828205677368402,0.3365947473398528,0.24622582039698743,0.037197081712253444,84.141975
319,DOMINICAN REPUBLIC,1982-85,-1.29207676303571,2256.0,-1.8887204433699782,16.947544450674744,0.0,8.821955627548588,4.0,0.0,4.515625,19.719481499136542,0,0,15.634588052158199,0.0,0.0,0.0,0.15,0,1.0374535203332576,0.7666724696133825,0.27078105071987496,0.007011648459429906,76.39980000000001
320,DOMINICAN REPUBLIC,1986-89,3.539212438784456,2160.0,0.13028306376632265,24.563683669141323,0.0,9.341634983710358,4.0,0.0,4.515625,17.577210095451406,0,0,15.72282873902178,0.0,0.0,0.0,0.6,0,0.6109455105436083,0.4706121267729831,0.1403333837706252,-0.003717189463292606,70.8862
321,DOMINICAN REPUBLIC,1990-93,-0.4139979968055041,2166.0,0.789613217223039,24.838152182612603,0.0,4.409119093907138,4.0,0.0,4.515625,23.41629308722832,0,0,15.806368464576991,0.0,0.0,0.0,0.375,0,0.44054441447926107,0.3284569490914373,0.11208746538782378,-0.010627980204248927,66.96805
322,ECUADOR,1966-69,0.8069187373898501,1716.0,-3.2305566459903385,4.854799837201817,1.0,9.083265309187817,,,,,0,0,,,,,,0,,,,,
323,ECUADOR,1970-73,10.314325217642839,1789.0,-2.611412765486787,8.218164624253184,1.0,10.428274385494948,53.0,0.0,5.416667,18.9715324348794,0,0,15.646524794252949,0.0,0.0,0.0,1.0,0,0.36404143202161293,0.28258094620136687,0.08146048582024602,0.022816759390046567,93.65880000000001
324,ECUADOR,1974-77,3.6733346642191744,2498.0,-1.3712399797892239,14.4068576194937,1.0,13.972883195435285,53.0,0.0,5.416667,22.691361822319635,0,0,15.762571473205549,0.0,0.0,0.0,3.65,0,0.26685497328607183,0.1658367302453684,0.10101824304070343,0.019914597607659276,91.3095
325,ECUADOR,1978-81,2.3264061758371923,3077.0,-2.0207053328512177,12.058319034754323,1.0,13.864431867441402,53.0,0.0,5.416667,22.643383247800664,0,0,15.875929180796279,0.0,0.0,0.0,7.35,0,0.18613079118790954,0.12160939714475191,0.06452139404315763,-0.0034859509519077,88.3193
326,ECUADOR,1982-85,-0.8804302318015544,3193.0,-1.452005293878006,26.602974757166493,0.25,12.555864351527612,53.0,0.0,5.416667,22.757335577830776,0,0,15.984038119947268,0.0,0.0,0.0,7.375,0,0.29685654310941295,0.1708212484564463,0.12603529465296662,-0.014442238656527535,84.03167499999999
327,ECUADOR,1986-89,-0.7227359587428595,2885.0,-0.6860397223065055,37.19775758958903,0.0,11.440353881106773,53.0,0.0,5.416667,22.450193512676922,0,0,16.08427590628118,0.0,0.0,0.0,9.55,0,0.37151286106992804,0.33286366232572007,0.038649198744207997,-0.038693383439615675,78.911475
328,ECUADOR,1990-93,1.0571242636609135,2755.0,1.92310045595825,39.985032206285865,0.75,7.794649422217042,53.0,0.0,5.416667,20.319597742573944,0,0,16.177858725278682,0.0,0.0,0.0,3.5,0,0.45434885404313474,0.3315128629938935,0.12283599104924127,-0.009370039733425699,73.525475
329,EGYPT,1966-69,0.434323738721587,1015.0,,2.755904732085279,0.0,21.70105896730777,,,,,0,0,,,,,,0,,,,,
330,EGYPT,1970-73,2.3666033746772674,1163.0,,3.463078973444844,0.0,26.405686641489584,4.0,0.0,4.348958,36.81724752456974,0,0,17.408005067420998,0.0,0.0,0.0,20.067,0,1.6644599411834362,1.4458316343711846,0.21862830681225154,0.02491298138270607,82.6897
331,EGYPT,1974-77,7.86319303224432,1175.0,-18.15688741293913,10.146709956126976,0.0,22.48269119882483,4.0,0.25,4.348958,36.991650564451525,0,0,17.48834954895916,1.0,0.0,0.0,68.6,0,4.06619465048048,3.7073553616183643,0.35883928886211575,0.07937480395329821,79.227875
332,EGYPT,1978-81,5.012880990978119,1465.0,-11.502596139859385,12.136804577890302,0.0,18.081029296216798,4.0,0.0,4.348958,49.03469095322763,0,0,17.58134468745334,1.0,0.0,0.0,6.875,0,1.8343491431633798,1.4961667573361246,0.33818238582725524,0.0668249250891785,78.1082
333,EGYPT,1982-85,5.510412502424233,1732.0,-12.173101192852931,13.973127410274245,0.0,17.57699657219898,4.0,0.0,4.348958,63.55726026873204,0,0,17.662766216076136,1.0,0.0,0.0,10.625,0,1.723656299272638,1.5156535698002547,0.2080027294723833,0.09015860558024413,79.8821
334,EGYPT,1986-89,1.0824899682095657,1927.0,-8.211917280738614,18.730567036130285,0.0,15.190549034806306,4.0,0.0,4.348958,83.63708665710425,0,0,17.741105052702498,1.0,0.0,0.0,21.0,0,1.3868805292317772,1.2794365192842414,0.10744400994753583,0.007585702648784152,
335,EGYPT,1990-93,-0.6464122124206328,1912.0,-2.522229086405625,14.427932753980244,0.0,13.253834447373992,4.0,1.25,4.348958,86.58015044298743,0,0,17.81944479148123,1.0,0.0,0.0,15.4,0,2.9465802696843166,2.8039275932778778,0.14265267640643897,-0.002449436074919267,80.4137
336,EL SALVADOR,1966-69,0.7844929393752142,1808.0,-0.8967060440265872,0.643146235172537,0.0,9.431978325448517,,,,,0,0,,,,,,0,,,,,
337,EL SALVADOR,1970-73,1.3067694037947053,1810.0,-0.3570464102098146,2.735802909662638,0.0,10.50880380888052,17.0,0.0,2.583333,22.641501585146173,0,0,15.13244412277832,0.0,1.0,0.0,0.767,0,0.3628299876275353,0.257223119219,0.10560686840853531,0.03893067960910038,96.45685
338,EL SALVADOR,1974-77,1.9624505191159436,1985.0,0.06192084682506132,12.763577111871239,0.0,11.328706509520918,17.0,1.25,2.583333,26.06147560786656,0,0,15.231996409485852,0.0,1.0,0.0,0.575,0,0.2959988412793285,0.1402497069502187,0.1557491343291098,0.0031215543935857915,95.444075
339,EL SALVADOR,1978-81,-6.389962210203359,2330.0,-3.4507169659826435,13.9829409488459,0.0,13.894626621611497,17.0,5.5,2.583333,29.374578950484615,0,0,15.31228076659496,0.0,1.0,0.0,0.775,0,0.7715114420868328,0.44819082944750277,0.32332061263933,0.01529683334371235,96.396475
340,EL SALVADOR,1982-85,-1.7541053275082596,1744.0,-3.765289900088422,13.659040856138894,0.0,15.783597413876398,17.0,5.0,2.583333,29.76929024275081,0,0,15.357526863827907,0.0,1.0,0.0,1.1,0,3.071244057786753,2.6650490205550312,0.4061950372317217,0.002001761613394502,96.739625
341,EL SALVADOR,1986-89,-0.47053140320842957,1813.0,-0.6589402459727361,21.048370909950187,0.25,13.213154234491498,17.0,1.25,2.583333,34.08142235342897,0,0,15.41524403431061,0.0,1.0,0.0,8.525,0,3.8296550250788033,3.5012627826053135,0.3283922424734906,-0.001159079877707789,93.275775
342,EL SALVADOR,1990-93,3.4979552825947113,1824.0,-2.1671689865135972,15.656672047297837,1.0,9.471136244578062,17.0,3.25,2.583333,28.536789366890762,0,0,15.491564051702234,0.0,1.0,0.0,9.575,0,2.8600429783306636,2.23982284523069,0.6202201330999731,-0.015745259778653216,87.15895
343,EQUATORIAL GUINEA,1966-69,,,,,,16.493435953476222,,,,,0,0,,,,,,0,,,,,
344,EQUATORIAL GUINEA,1970-73,,,,,,23.89066696291342,,,,,0,0,,,,,,0,0.0,,,,
345,EQUATORIAL GUINEA,1974-77,,,,,,27.259374755478216,,,,,0,0,,,,,,0,0.0,,,,
346,EQUATORIAL GUINEA,1978-81,,,,,,,,,,,0,0,,,,,,0,0.0,,,,
347,EQUATORIAL GUINEA,1982-85,,,,,,27.692487457737002,,,,,0,0,,,,,,0,0.0,,,,
348,EQUATORIAL GUINEA,1986-89,0.18051565208102954,,,-6.332769342765321,,32.42474478826164,,,,,0,0,,,,,,0,0.0,,,,
349,EQUATORIAL GUINEA,1990-93,3.1106367983124272,,,-1.4092725163336484,,38.88796171114881,,,,,0,0,,,,,,0,0.0,,,,
350,ESTONIA,1966-69,5.554491260660299,,,,,,,,,,0,0,,,,,,0,,,,,
351,ESTONIA,1970-73,4.973615606476023,,,,,,,,,,0,0,,,,,,0,,,,,
352,ESTONIA,1974-77,4.717589183279802,,,,,,,,,,0,0,,,,,,0,,,,,
353,ESTONIA,1978-81,2.352010077390787,,,,,,,,,,0,0,,,,,,0,,,,,
354,ESTONIA,1982-85,-1.408794901078192,,,,,,,,,,0,0,,,,,,0,,,,,
355,ESTONIA,1986-89,2.185359439413892,,,,,15.344769748106508,,,,,0,0,,,,,,0,,,,,
356,ESTONIA,1990-93,-14.877696254229743,,-0.14657397458024318,155.2753437483179,,16.09809575791531,,,,,0,0,,,,,,0,,,,,
357,ETHIOPIA,1966-69,,294.0,,0.25806653585283,0.0,,,,,,1,0,,,,,,0,,,,,
358,ETHIOPIA,1970-73,,296.0,,3.110190480367836,0.0,,69.0,0.0,4.416667,13.844131339395213,1,0,17.20965646967966,0.0,0.0,0.0,8.8,0,1.0628778072493805,0.8366120850609958,0.2262657221883846,0.04098813898926591,91.750875
359,ETHIOPIA,1974-77,,300.0,,13.77492453466177,0.0,,69.0,2.25,4.416667,15.928645848552378,1,0,17.3010130886377,0.0,0.0,0.0,5.2,0,1.6119553202385042,0.9162526582504733,0.6957026619880309,0.24975862678021749,93.962575
360,ETHIOPIA,1978-81,,315.0,-3.1171592997117887,9.645666242990814,0.0,13.748332326132328,69.0,0.75,4.416667,22.631017164136907,1,0,17.397570794142446,0.0,0.0,0.0,38.85,0,1.846927839530344,0.9802153295762512,0.8667125099540923,0.2269779557950451,94.85430000000001
361,ETHIOPIA,1982-85,-12.203860521492516,322.0,-6.648662796377957,7.64420959058596,0.0,15.464675991814476,69.0,0.0,4.416667,26.45341429453642,1,0,17.49583224865278,0.0,0.0,0.0,116.35,0,3.167896692789826,1.8103801444128633,1.3575165483769627,0.24332673415342726,93.282325
362,ETHIOPIA,1986-89,2.7313170107319706,312.0,-5.248602718510035,0.3963962984544711,0.0,16.346381440475668,69.0,0.0,4.416667,26.80909368190641,1,0,17.604023786208973,0.0,0.0,0.0,98.125,0,4.322815590050982,2.5273192547545484,1.7954963352964328,0.29784649699027355,93.470825
363,ETHIOPIA,1990-93,-0.803187119030957,,-8.493204916123991,12.26492911228303,0.0,13.764517844097524,69.0,0.0,4.416667,32.6055189864741,1,0,17.7199065515423,0.0,0.0,0.0,72.8,0,5.318378929832266,2.407759778422683,2.910619151409583,0.4347540465367715,95.19985
364,FIJI,1966-69,3.579389775065045,2098.0,,,,13.923025554729623,,,,,0,0,,,,,,1,,,,,
365,FIJI,1970-73,7.133587135259956,2592.0,-2.274709727459384,10.791524019703779,,13.874615001691973,,,,,0,0,,,,,,1,1.8858700803518549,1.7619384081076015,0.12393167224425332,-0.021006498538689685,
366,FIJI,1974-77,0.8910493092347371,3311.0,-3.5106184241885203,10.853716570458493,,13.295143701945394,,,,,0,0,,,,,,1,1.3165485992421395,1.186197614365249,0.1303509848768906,-0.0262961023146802,
367,FIJI,1978-81,2.6816543248859404,3522.0,-3.6373374995010277,9.394676453483141,,16.398878637534562,,,,,0,0,,,,,,1,1.4654294193781936,1.2097558468447482,0.2556735725334457,-0.00221192363227854,
368,FIJI,1982-85,-2.9166399183684133,3517.0,-3.959142519658857,5.69161866417931,,19.234586381192578,,,,,0,0,,,,,,1,1.4921988003792008,1.1355854978734106,0.35661330250579026,-0.005243854217399266,
369,FIJI,1986-89,2.047332627970855,3398.0,-3.3833473338345743,6.103563600682871,,16.22985252492752,,,,,0,0,,,,,,1,1.67740812399786,1.4038377654197414,0.2735703585781185,-0.008032986576259107,
370,FIJI,1990-93,1.2989599573985489,4007.0,-2.615590561595308,6.002758684187626,,18.0926316148066,,,,,0,0,,,,,,1,1.4962982686169006,1.2569399213025207,0.23935834731438005,-0.006290301059325633,
371,FINLAND,1966-69,3.8131947625723583,6596.0,-0.7079164287329499,5.077958754737677,1.0,14.732515646508709,,,,,0,0,,,,,,1,,,,,
372,FINLAND,1970-73,5.315434342274283,8108.0,1.4145527358484158,6.574524814710269,1.0,14.970496510594522,,,,,0,0,,,,,,1,,,,,
373,FINLAND,1974-77,0.42725390225739623,9614.0,-0.7351207349552709,14.283488790430887,1.0,17.181392737283037,,,,,0,0,,,,,,1,,,,,
374,FINLAND,1978-81,3.6679279846640878,9505.0,-1.854359492919861,9.255364594151805,1.0,18.128334373519934,,,,,0,0,,,,,,1,,,,,
375,FINLAND,1982-85,2.5051323062550424,11228.0,-1.7125181876569953,7.42535967107667,1.0,19.410411000618183,,,,,0,0,,,,,,1,,,,,
376,FINLAND,1986-89,3.8213589745943466,12261.0,0.14847854221361825,4.563222585579685,1.0,20.25134048298312,,,,,0,0,,,,,,1,,,,,
377,FINLAND,1990-93,-3.5920085362417975,14059.0,-8.73819277372776,3.6512510625236416,1.0,23.377631217333473,,,,,0,0,,,,,,1,,,,,
378,FRANCE,1966-69,4.338498331410046,7645.0,-0.870452100681889,3.9083204306738173,1.0,14.444933374558078,,,,,0,0,,,,,,1,,,,,
379,FRANCE,1970-73,4.2082889212069485,9200.0,0.2944638588499266,5.9863001798237665,1.0,14.830138810649663,,,,,0,0,,,,,,1,,,,,
380,FRANCE,1974-77,1.932486579502024,10510.0,-1.0745891605654565,10.526800001518932,1.0,16.514014449007497,,,,,0,0,,,,,,1,,,,,
381,FRANCE,1978-81,1.8657746275412723,11334.0,-1.3079052573425352,11.044626776243039,1.0,18.028653630713535,,,,,0,0,,,,,,1,,,,,
382,FRANCE,1982-85,1.126577326646494,11970.0,-3.0642023830364504,8.353311156392262,1.0,19.453870410144177,,,,,0,0,,,,,,1,,,,,
383,FRANCE,1986-89,2.7920022388615795,12507.0,-2.208309494878397,2.9615812240221473,1.0,18.541204635206974,,,,,0,0,,,,,,1,,,,,
384,FRANCE,1990-93,0.4099052306798079,13904.0,-3.165838217502072,2.728195365273467,1.0,18.609522823275277,,,,,0,0,,,,,,1,,,,,
385,GABON,1966-69,4.312808773304555,2690.0,,2.6946369336705134,0.0,13.390411648119805,,,,,1,0,,,,,,1,,,,,
386,GABON,1970-73,6.028273959073793,3704.0,-10.943513345747983,4.24549923919173,0.0,17.92127341017417,69.0,0.0,5.375521,15.269702740440113,1,0,13.201959831675472,0.0,0.0,1.0,0.0,1,3.3934017505927394,2.164051989688305,1.2293497609044346,0.0,61.917875
387,GABON,1974-77,12.270040536254001,5030.0,-11.380108681478196,16.946395691886007,0.0,12.534642123421632,69.0,0.0,5.375521,16.336833379943116,1,0,13.389492426082905,0.0,0.0,1.0,0.0,1,1.3425423866333341,1.2406216485489163,0.1019207380844178,-0.0034295967759101096,61.56779999999999
388,GABON,1978-81,-9.535882641788573,5408.0,2.110712205057223,9.464981581695087,0.0,13.311003084386963,69.0,0.0,5.375521,16.313218837169956,1,0,13.56975866576805,0.0,0.0,1.0,1.3,1,1.2203729235738692,1.0467498410880665,0.17362308248580258,-0.000675125235373679,62.19253333333333
389,GABON,1982-85,-0.040524613531722764,4226.0,0.4892579523057963,9.5901447247434,0.0,17.45005362110789,69.0,0.0,5.375521,18.482846013451933,1,0,13.659966073909702,0.0,0.0,1.0,3.7,1,1.8434940712077277,1.5734231858447467,0.2700708853629812,-0.00038625536883067467,72.29719999999999
390,GABON,1986-89,-1.9001591780902771,4030.0,-4.769333630488077,0.6207620888232679,0.0,21.542692546232793,69.0,0.0,5.375521,18.313195184405878,1,0,13.728472816990754,0.0,0.0,1.0,4.3,1,1.7806820222931816,1.5490922364290556,0.23158978586412612,-0.02104720267654955,
391,GABON,1990-93,0.7420640830078096,3958.0,0.8898676173861811,-0.42252109309075525,0.0,17.4884991568013,69.0,0.0,5.375521,21.063457845097616,1,0,13.798178216996858,0.0,0.0,1.0,1.275,1,1.8710004196465826,1.7729570225327784,0.09804339711380392,-0.007392076278756484,78.847
392,"GAMBIA, THE",1966-69,4.9254138393376445,747.0,-1.5001946089280238,2.6551238986908974,0.0,12.91644490661564,,,,,1,0,,,,,,0,,,,,
393,"GAMBIA, THE",1970-73,-0.18974306790557893,722.0,-1.3949810804658085,4.008922614787036,0.0,12.479467567764807,73.0,0.0,5.625,21.793653076855595,1,0,13.098248947634051,0.0,0.0,0.0,0.0,0,2.1464370675119477,1.2243361318688573,0.9221009356430905,0.2679898743078555,81.136675
394,"GAMBIA, THE",1974-77,3.8611294783938988,881.0,-3.5672293378011726,14.822442447859496,0.0,13.736201888385224,73.0,0.0,5.625,26.85311963612517,1,0,13.229860808231727,0.0,0.0,0.0,0.0,0,3.224482832975755,1.8470703483743793,1.3774124846013758,0.23157766163092852,82.02105
395,"GAMBIA, THE",1978-81,-0.7028197370694267,1179.0,-8.59511980818322,6.702449991876735,0.0,19.456430675131692,73.0,0.0,5.625,22.687843509128466,1,0,13.355388346306153,0.0,0.0,0.0,1.675,0,7.098534456050527,3.968848592677146,3.129685863373382,0.3758041078693662,83.50922499999999
396,"GAMBIA, THE",1982-85,0.49075414029273734,872.0,-6.414093578329229,14.300422267051815,0.0,17.91385038470692,73.0,0.0,5.625,22.633363474361182,1,0,13.476597996170208,0.0,0.0,0.0,0.0,0,7.896466570198861,4.838860202088907,3.057606368109954,0.5398916329462161,85.46185
397,"GAMBIA, THE",1986-89,-0.6068070934568626,843.0,0.021123785382340516,21.24109089035554,1.0,24.079668423408325,73.0,0.0,5.625,25.85323991574915,1,0,13.629408965830176,0.0,0.0,0.0,5.2,0,12.723948541977666,7.179311700781539,5.544636841196129,1.23901488660541,84.12814999999999
398,"GAMBIA, THE",1990-93,-1.3297017169829228,799.0,1.9155653511565316,8.77455213684848,1.0,18.394388337815744,73.0,0.0,5.625,24.28376061041816,1,0,13.795464981158252,0.0,0.0,0.0,6.2,0,9.39367762210412,5.1889203105769495,4.204757311527171,0.8741185720745994,80.99842500000001
399,GEORGIA,1966-69,4.571587794690513,,,,,,,,,,0,0,,,,,,0,,,,,
400,GEORGIA,1970-73,4.8429411743438955,,,,,,,,,,0,0,,,,,,0,,,,,
401,GEORGIA,1974-77,6.3241519596000995,,,,,,,,,,0,0,,,,,,0,,,,,
402,GEORGIA,1978-81,5.324195164484369,,,,,,,,,,0,0,,,,,,0,,,,,
403,GEORGIA,1982-85,3.3734199787175845,,,,,,,,,,0,0,,,,,,0,,,,,
404,GEORGIA,1986-89,-2.945559522019092,,,,,13.06018876699946,,,,,0,0,,,,,,0,,,,,
405,GEORGIA,1990-93,-35.327874406016434,,,,,8.748200338833023,,,,,0,0,,,,,,0,,,,,
406,"GERMANY, FEDERAL REPUBLIC OF, FORMER",1966-69,3.6576439071459057,8002.0,,2.155043739140672,1.0,,,,,,0,0,,,,,,1,,,,,
407,"GERMANY, FEDERAL REPUBLIC OF, FORMER",1970-73,3.8644053692707736,9425.0,,5.14850171381852,1.0,,,,,,0,0,,,,,,1,,,,,
408,"GERMANY, FEDERAL REPUBLIC OF, FORMER",1974-77,1.6449552444223414,10211.0,,5.083387585404808,1.0,,,,,,0,0,,,,,,1,,,,,
409,"GERMANY, FEDERAL REPUBLIC OF, FORMER",1978-81,2.1405423331897655,11375.0,,4.523957708722515,1.0,,,,,,0,0,,,,,,1,,,,,
410,"GERMANY, FEDERAL REPUBLIC OF, FORMER",1982-85,1.5688539022138848,11666.0,,3.2236586952051782,1.0,,,,,,0,0,,,,,,1,,,,,
411,"GERMANY, FEDERAL REPUBLIC OF, FORMER",1986-89,2.30145396720558,12839.0,,1.0306259272630847,1.0,,,,,,0,0,,,,,,1,,,,,
412,"GERMANY, FEDERAL REPUBLIC OF, FORMER",1990-93,2.084424189286871,14341.0,-2.344583710317309,3.4981378509442163,1.0,19.689065566577447,,,,,0,0,,,,,,1,,,,,
413,GHANA,1966-69,-1.0536316328458195,862.0,-5.079275344944623,4.573471689977692,0.0,14.751885124333555,,,,,1,0,,,,,,0,,,,,
414,GHANA,1970-73,1.1283417369813087,1059.0,-4.199798672466653,9.497165563111821,0.0,12.331564652037605,71.0,0.0,3.695313,20.529176739537142,1,0,16.00881998107661,0.0,0.0,0.0,0.667,0,1.0675040943307532,0.9155674207071579,0.1519366736235954,0.048829048958401663,93.018225
415,GHANA,1974-77,-4.454855639214372,1091.0,-8.137867508802882,41.126677038616144,0.0,12.528167469934143,71.0,0.0,3.695313,21.065759631271437,1,0,16.107886716670166,0.0,0.0,0.0,0.0,0,0.9828767360550081,0.6768905706861592,0.30598616536884904,0.15581254963649774,92.50525
416,GHANA,1978-81,-0.895440306451345,1027.0,-6.528986616926637,54.04161901189217,0.0,10.384271104523457,71.0,0.0,3.695313,26.05025473288926,1,0,16.18511858338881,0.0,0.0,0.0,1.6,0,1.300933513174951,0.887320349670531,0.41361316350442007,0.05758255666674524,91.36337499999999
417,GHANA,1982-85,-3.0525001245577332,795.0,-3.0719180263036523,35.871756029726775,0.25,7.249961600136151,71.0,0.0,3.695313,20.16356428014639,1,0,16.31510465058748,0.0,0.0,0.0,2.475,0,1.5616251340863934,0.9050099993302151,0.6566151347561785,0.3095267935590217,92.13914999999999
418,GHANA,1986-89,1.790826886651331,807.0,0.42534997536857083,26.312718850736893,1.0,10.072299929959321,71.0,0.0,3.695313,13.475415495017973,1,0,16.44706121142585,0.0,0.0,0.0,1.325,0,3.660423019912482,1.4886541862790446,2.171768833633437,1.1675924881470474,92.825975
419,GHANA,1990-93,1.0361400626335282,902.0,-1.396516275178758,20.028113650489267,1.0,10.062285275516828,71.0,0.0,3.695313,14.845801482695162,1,0,16.570657426587534,0.0,0.0,0.0,2.225,0,2.949807828386236,1.4791484259041334,1.4706594024821025,0.7762863959866094,93.0077
420,GREECE,1966-69,6.228868942497812,3187.0,-1.6193638640762515,2.334188349444161,1.0,12.60727984042802,,,,,0,0,,,,,,1,,,,,
421,GREECE,1970-73,6.9597862201842275,4224.0,-2.1357022928718417,6.11573236169321,1.0,12.190894069083866,,,,,0,0,,,,,,1,,,,,
422,GREECE,1974-77,1.9156318834350206,4967.0,-3.651852516178157,15.088340189468614,1.0,15.012078720310784,,,,,0,0,,,,,,1,,,,,
423,GREECE,1978-81,1.7068710958944688,5791.0,-4.750312408500738,18.334127243850386,1.0,16.65821269115073,,,,,0,0,,,,,,1,,,,,
424,GREECE,1982-85,1.0689568133129157,5971.0,-9.47621051061938,18.002184133152088,1.0,19.259020865705264,,,,,0,0,,,,,,1,,,,,
425,GREECE,1986-89,1.6332822630575006,6279.0,-13.020090273516082,15.354469524804015,1.0,19.934735204086255,,,,,0,0,,,,,,1,,,,,
426,GREECE,1990-93,0.4868049745498926,6768.0,-13.658864230332469,16.13818165475913,1.0,19.99371039138564,,,,,0,0,,,,,,1,,,,,
427,GRENADA,1966-69,,,,,,,,,,,0,0,,,,,,0,,,,,
428,GRENADA,1970-73,,,,,,,,,,,0,0,,,,,,0,0.0,,,,
429,GRENADA,1974-77,,,,16.93790913108071,,,,,,,0,0,,,,,,0,0.0,,,,
430,GRENADA,1978-81,,,-2.277227722772277,18.14658637915492,,20.700003579203173,,,,,0,0,,,,,,0,0.0,,,,
431,GRENADA,1982-85,6.177481267927654,,,5.353822227576699,,21.958277635511458,,,,,0,0,,,,,,0,5.047465875361578,18.21343421734619,1.9764292841001234,0.0,
432,GRENADA,1986-89,5.300648425722976,2140.0,,2.2608974227872114,,21.724588114557168,,,,,0,0,,,,,,0,0.0,,,,
433,GRENADA,1990-93,2.1960261246413815,2881.0,,2.9442334749078425,,19.575522709817754,,,,,0,0,,,,,,0,0.7757537880775753,2.082852833692865,1.0201623186174364,0.20862213931063622,
434,GUATEMALA,1966-69,2.8384275484338417,1800.0,-1.044457439357129,1.287578187466032,0.0,7.574244196631705,,,,,0,0,,,,,,1,,,,,
435,GUATEMALA,1970-73,3.3924862427640923,2028.0,-1.44599817748477,3.8286464429927447,0.0,7.2279542983435086,64.0,3.25,2.841146,17.546428235398828,0,0,15.514888803804277,0.0,1.0,0.0,0.333,1,0.29874633740693973,0.27144704549895277,0.027299291907987033,-0.0013044558212698977,94.88524999999998
436,GUATEMALA,1974-77,2.9238827323358807,2260.0,-1.1465405356088871,12.360002665612091,0.0,6.66975874662176,64.0,0.25,2.841146,20.65548307852682,0,0,15.625427511132296,0.0,1.0,0.0,1.825,1,0.3258652359336191,0.24716734085753717,0.07869789507608192,-0.00433300306569158,94.4805
437,GUATEMALA,1978-81,0.6746570425671505,2576.0,-3.5104698576644164,9.952509447943225,0.0,7.521786814763004,64.0,11.5,2.841146,22.549991575579952,0,0,15.736257832087498,0.0,1.0,0.0,1.175,1,0.33462569720660873,0.19286649777358528,0.14175919943302345,-0.005097938834588199,95.017475
438,GUATEMALA,1982-85,-4.391120736537069,2349.0,-3.1062461834524204,6.306861982802026,0.0,7.491125839973423,64.0,1.75,2.841146,22.33733191728656,0,0,15.848564843053488,0.0,1.0,0.0,0.525,1,0.39484205227022834,0.26522626479804884,0.12961578747217947,-0.002827605776473109,95.357525
439,GUATEMALA,1986-89,-0.055781106207009046,2037.0,-1.7451888025475952,16.03027774917587,0.5,7.718855687475437,64.0,0.0,2.841146,25.709037467055218,0,0,15.96287093622868,0.0,1.0,0.0,1.7,1,0.8908901998820613,0.7397184229797111,0.15117177690235029,-0.004115453331185147,95.015625
440,GUATEMALA,1990-93,0.9107408866286137,2127.0,-0.3968348837014673,20.97585527735424,1.0,6.1385116015012064,64.0,4.75,2.841146,24.20065109221271,0,0,16.078152697051966,0.0,1.0,0.0,0.6,1,0.7212087586075423,0.5740206094507073,0.14718814915683504,-0.0035535820726942313,93.663025
441,GUINEA,1966-69,,554.0,,,0.0,,,,,,0,0,,,,,,0,,,,,
442,GUINEA,1970-73,,467.0,,,0.0,,,,,,0,0,,,,,,0,1.457813687557535,1.0444704950815922,0.413343192475943,-0.02071905461177782,
443,GUINEA,1974-77,,643.0,,,0.0,,,,,,0,0,,,,,,0,1.4001722032272106,1.0722642191529121,0.32790798407429866,0.0636316940229236,
444,GUINEA,1978-81,,769.0,,,0.0,,,,,,0,0,,,,,,0,2.2119839013298597,1.0046235078350492,1.2073603934948107,0.21733175616734485,
445,GUINEA,1982-85,,782.0,,,0.0,,,,,,0,0,,,,,,0,2.5182774721730103,1.4348449343413328,1.0834325378316771,0.39695665363697663,
446,GUINEA,1986-89,1.4992456396351863,733.0,-3.485050665109879,,1.0,11.559397313647125,,,,,0,0,,,,,,0,4.569650861388525,2.4921605222148,2.0774903391737256,0.7840715690992073,
447,GUINEA,1990-93,0.4620796966306351,767.0,-3.274165128724476,,1.0,10.945675402371476,,,,,0,0,,,,,,0,6.073524468660542,2.9637689310758812,3.1097555375846615,1.13857535916801,
